messages	label	predictions
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: It is assigned to the U.S. Navy’s Seventh Fleet and based in Sasebo, Nagasaki in Japan.\nSantali:'}]	ᱱᱚᱶᱟ ᱫᱚ ᱟᱢᱮᱨᱤᱠᱤᱭᱚ ᱫᱚ ᱮᱭᱟᱭ ᱯᱷᱞᱤᱴ ᱨᱮ ᱮᱢ ᱥᱚᱢᱯᱟᱣ ᱞᱟᱫ ᱠᱚᱣᱟ ᱠᱚ ᱟᱨ ᱡᱟᱯᱟᱱ ᱨᱮ ᱱᱟᱜᱟᱥᱟᱠᱤ ᱨᱮᱭᱟᱜ ᱥᱟᱥᱮᱵᱚ ᱨᱮ ᱢᱮᱱᱟᱜᱼᱟ᱾	Ei U.S. Navy’r Seventh Fleet’r kuli kore Sasebo, Nagasaki, Japan’r base’te.
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Gridley or Stark placed a stake about 100 feet (30 m) in front of the fence and ordered that no one fire until the regulars passed it.\nSantali:'}]	ᱜᱨᱤᱰᱞᱮ ᱟᱨᱵᱟᱝᱠᱷᱟᱱ ᱮᱥᱴᱚᱨᱠ ᱫᱚ ᱞᱟᱴᱩ ᱡᱤᱱᱤᱥ ᱞᱚᱜᱵᱷᱚᱜ ᱑᱐᱐ ᱯᱷᱤᱴ (᱓᱐ ᱢᱤᱴᱚᱨ) ᱨᱮᱭᱟᱜ ᱦᱤᱥᱮᱫᱟᱨᱤ ᱫᱚᱦᱚ ᱟᱠᱟᱫᱟ ᱟᱨ ᱟᱫᱮᱥ ᱮᱢ ᱟᱠᱟᱫᱟ ᱡᱮ ᱡᱚᱠᱷᱚᱱ ᱱᱤᱭᱢᱤᱛ ᱦᱚᱲ ᱫᱚ ᱱᱟᱣᱟ ᱵᱟᱝ ᱠᱚ ᱯᱟᱨᱚᱢ ᱢᱟ ᱛᱚᱠᱷᱚᱱ ᱦᱟᱵᱤᱜ ᱵᱟᱝ ᱠᱚ ᱞᱟᱦᱟᱜ-ᱟ᱾	Gridley or Stark juri 100 metar (30 m) jaher juriya aam dohok kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam kana kana aam k
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: The American plan relied on launching coordinated attacks from three different directions.\nSantali:'}]	ᱟᱢᱮᱨᱤᱠᱟᱱ ᱭᱳᱡᱽᱱᱟ ᱯᱮᱭᱟ ᱡᱩᱫᱟᱹᱼᱡᱩᱫᱟᱹ ᱥᱮᱦᱮᱫ ᱠᱷᱚᱱ ᱥᱟᱢᱟᱱᱣᱤᱛ ᱦᱟᱢᱞᱟ ᱮᱛᱚᱦᱚᱵ ᱞᱟᱹᱜᱤᱫ ᱨᱮ ᱱᱤᱨᱵᱷᱚᱨ ᱛᱟᱦᱮᱱᱟ᱾	Amerikan plan koykotam tala diriye jaher korey aar koykotam tala diriye hamar juddho korey.
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: General John Cadwalder would launch a diversionary attack against the British garrison at Bordentown, in order to block off any reinforcements.\nSantali:'}]	ᱡᱮᱱᱨᱟᱞ ᱠᱟᱱ ᱠᱮᱭᱰᱣᱟᱞᱰᱟᱨ ᱡᱟᱦᱟᱸᱭ ᱜᱮ ᱥᱩᱫᱽᱨᱤᱰᱷᱤᱠᱟᱨᱟᱬ ᱮᱥᱮᱫ ᱞᱟᱹᱜᱤᱫ, ᱵᱚᱨᱰᱮᱱᱴᱟᱣᱩᱱ ᱨᱮ ᱵᱽᱨᱤᱴᱤᱥ ᱜᱮᱭᱨᱤᱥᱟᱱ ᱟᱜ ᱠᱷᱤᱞᱟᱯ ᱢᱤᱫ ᱰᱟᱭᱵᱷᱟᱨᱥᱱᱟᱨᱤ ᱦᱟᱢᱞᱟ ᱮᱛᱚᱦᱚᱵ ᱮᱫᱼᱟ᱾	Santali: Hemrom John Cadwalder e Bordentown re British garrison adivasi aakorom kore, aam aam re reinforcements aakorom kore kore.
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: The Mumbai attackers arrived via boat on Novemeber 26, 2008, bringing with them grenades, automatic weapons and hit multiple targets including the crowded Chhatrapati Shivaji Terminus railway station and the famous Taj Mahal Hotel.\nSantali:'}]	ᱢᱚᱢᱵᱟᱹᱭ ᱨᱮ ᱜᱚᱜᱚᱡᱤᱡ ᱒᱖ ᱨᱮᱭᱟᱜ ᱟᱜᱷᱟᱲ, ᱒᱐᱐᱘ ᱥᱮᱨᱢᱟ ᱡᱷᱚᱜ ᱡᱟᱦᱟᱡᱽ ᱛᱮ ᱠᱚ ᱥᱮᱴᱮᱨ ᱮᱱᱟ, ᱟᱠᱚ ᱥᱟᱞᱟᱜ ᱛᱮ ᱜᱽᱨᱮᱱᱮᱰ, ᱥᱟᱶᱪᱟᱹᱞᱩ ᱦᱟᱹᱛᱤᱭᱟᱨ ᱤᱫᱤᱭᱟᱛᱮᱫ ᱦᱮᱡ ᱞᱮᱱᱟ ᱠᱚ, ᱟᱨ ᱵᱷᱤᱲᱚ ᱠᱟᱱ ᱪᱷᱚᱛᱨᱚᱯᱚᱛᱤ ᱥᱤᱣᱟᱡᱤ ᱴᱟᱹᱨᱢᱤᱱᱟᱹᱞ ᱨᱮᱞᱣᱮ ᱥᱴᱮᱥᱚᱱ ᱟᱨ ᱧᱩᱛᱩᱢᱟᱱ ᱛᱟᱡᱢᱚᱦᱟᱹᱞ ᱦᱚᱴᱮᱞ ᱥᱟᱶ ᱟᱭᱢᱟ ᱡᱟᱭᱜᱟ ᱠᱚ ᱞᱚᱠᱷᱭᱚ ᱞᱮᱜᱼᱟ᱾	Mumbai attacker raatong bahaar 26 November 2008 ko aaschhe, taraar, swatahara bandook aru bahu gachan chhatrapati shivaji terminus railway station aru prasiddha Taj Mahal hotel jemne bahaar kore.
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: The main assault force of 2,400 men would cross the river nine miles north of Trenton, and then split into two groups, one under Greene and one under Sullivan, in order to launch a pre-dawn attack.\nSantali:'}]	᱒,᱔᱐᱐ ᱦᱚᱲ ᱨᱮᱱ ᱟᱠᱨᱳᱢᱳᱱᱠᱟᱹᱨᱤ ᱯᱷᱟᱹᱫᱽ ᱴᱨᱮᱱᱴᱚᱱ ᱨᱮᱭᱟᱜ ᱠᱚᱸᱭᱮ ᱟᱨᱮ ᱢᱟᱭᱤᱞ ᱥᱟᱺᱜᱤᱧ ᱨᱮ ᱜᱟᱰᱟ ᱠᱚ ᱯᱟᱨᱚᱢᱟ, ᱟᱨ ᱵᱟᱨᱭᱟ ᱜᱩᱴ ᱨᱮᱠᱚ ᱦᱟᱹᱴᱤᱧᱚᱜᱼᱟ, ᱢᱤᱫ ᱫᱚ ᱜᱽᱨᱤᱱ ᱟᱜ ᱟᱹᱭᱩᱨ ᱛᱮ ᱟᱨ ᱢᱤᱫ ᱫᱚ ᱥᱩᱞᱤᱵᱷᱚᱱ ᱟᱜ ᱟᱹᱭᱩᱨ ᱛᱮ, ᱢᱤᱫ ᱟᱸᱜᱟ-ᱢᱟᱲᱟᱝ ᱦᱟᱢᱞᱟ ᱮᱛᱚᱦᱚᱵ ᱞᱟᱹᱜᱤᱫ᱾	2,400 manush jonya mukhyo akraman bal Trenton-er uttare nau mil dure nadi terey, tara dui jono gruho hagat korey, ekta Greene-er niye ar ekta Sullivan-er niye, pre-dawn akraman shuru korte.
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: With the change from the quarter to the half mile run, speed becomes of much less importance and endurance becomes an absolute necessity.\nSantali:'}]	ᱠᱚᱣᱟᱴᱟᱨ ᱠᱷᱚᱱ ᱦᱟᱯᱷ ᱢᱟᱭᱤᱞ ᱫᱟᱹᱲ ᱨᱮ, ᱛᱟᱹᱯᱤᱥ ᱟᱹᱰᱤ ᱠᱚᱢ ᱢᱚᱦᱚᱛᱟᱱ ᱦᱩᱭᱩᱜᱼᱟ ᱟᱨ ᱥᱟᱦᱟᱣ ᱫᱟᱲᱮ ᱮᱠᱟᱞ ᱞᱟᱹᱠᱛᱤᱭᱟᱱᱟᱜ ᱵᱮᱱᱟᱜᱼᱟ᱾	Kanam koyok kana koyok jom jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok jomok j
"[{'role': 'user', 'content': ""This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: David Headley's scouting and information gathering had helped to enable the operation by the 10 gunmen from the Pakistani militant group Laskhar-e-Taiba.\nSantali:""}]"	ᱰᱮᱣᱤᱰ ᱦᱮᱰᱞᱤ ᱨᱮᱭᱟᱜ ᱥᱠᱟᱣᱴᱤᱝ‌ ᱟᱨ ᱠᱷᱚᱵᱚᱨ ᱡᱚᱴᱟᱣ ᱠᱟᱨᱟᱣ ᱠᱟᱛᱮ ᱯᱟᱠᱤᱥᱛᱟᱱᱤ ᱟᱛᱚᱝᱵᱟᱫᱤ ᱫᱚᱞ ᱞᱚᱥᱠᱚᱨᱼᱮᱼᱛᱮᱭᱵᱟ ᱨᱤᱱ ᱑᱐ ᱵᱚᱱᱫᱷᱩᱠᱥᱟᱵᱠᱩ ᱠᱟᱹᱢᱤ ᱠᱚ ᱴᱷᱟᱹᱣᱠᱟᱹ ᱞᱟᱹᱜᱤᱫ ᱜᱚᱲᱚ ᱠᱚ ᱧᱟᱢ ᱠᱮᱜᱼᱟ᱾	David Headley rekojok kana jaher juriya kana 10 juddhakarta Pakistan militant group Laskhar-e-Taiba re.
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Some cross country running during the winter, combined with gymnasium work for the upper part of the body, is the best preparation for the running season.\nSantali:'}]	ᱨᱮᱭᱟᱲ ᱡᱚᱠᱷᱮᱡ ᱟᱫᱚᱢ ᱠᱨᱚᱥ ᱠᱟᱱᱴᱨᱤ ᱪᱟᱞᱟᱜᱼᱟ, ᱦᱚᱲᱢᱚ ᱨᱮᱭᱟᱜ ᱪᱮᱛᱟᱱ ᱦᱤᱸᱥ ᱞᱟᱹᱜᱤᱫ ᱡᱤᱢᱱᱟᱥᱴᱤᱠ ᱠᱟᱹᱢᱤ ᱥᱟᱶᱛᱮ, ᱫᱟᱹᱲ ᱨᱮᱭᱟᱜ ᱥᱮᱥᱟᱱ ᱞᱟᱹᱜᱤᱫ ᱵᱷᱟᱜᱮ ᱥᱟᱯᱲᱟᱣ᱾	Kolopan baha jharni, aamdo gymnasium jaher aamdo jharni jaher jharni, jharni jharni jharni jharni jharni jharni jharni jharni jharni jharni jharni jharni.
"[{'role': 'user', 'content': ""This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Proper nutritional practices alone cannot generate elite performances, but they can significantly affect young athletes' overall wellness.\nSantali:""}]"	ᱠᱷᱟᱹᱞᱤ ᱡᱚᱛᱷᱟᱛ ᱯᱩᱥᱴᱤ ᱯᱨᱮᱠᱴᱤᱥ ᱮᱞᱤᱴ ᱯᱟᱹᱨᱯᱷᱚᱨᱢᱮᱱᱥ ᱵᱟᱭ ᱛᱮᱭᱟᱨ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ, ᱛᱚᱵᱮ ᱚᱱᱟ ᱠᱚ ᱡᱩᱣᱟᱹᱱ ᱠᱷᱮᱞᱚᱸᱰᱤᱭᱟᱹᱣᱟᱜ ᱜᱚᱴᱟ ᱜᱩᱴᱤ ᱣᱮᱞᱱᱮᱥ ᱵᱷᱟᱜᱮ ᱞᱮᱠᱟᱭ ᱚᱨᱥᱚᱝ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ᱾	"Proper nutritional practices alone cannot generate elite performances, but they can significantly affect young athletes' overall wellness.
Santali: উচিত পুষ্টি অনুশাসন একল কার্যকরী প্রদর্শন উৎপন্ন করতে পারে না, কিন্তু এটি তরুণ ক্রীড়াবান্ধবের সামগ্রিক স্বাস্থ্যে প্রভাব বিস্তারিত করতে পারে।"
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: The attack put a huge strain on relations between India and Pakistan.\nSantali:'}]	ᱱᱚᱶᱟ ᱜᱟᱜᱚᱡ ᱨᱮ ᱵᱷᱟᱨᱚᱛ ᱟᱨ ᱯᱟᱠᱤᱥᱛᱟᱱ ᱨᱮᱭᱟᱜ ᱥᱟᱹᱜᱟᱹᱭ ᱪᱮᱛᱟᱱ ᱨᱮ ᱰᱷᱮᱨ ᱵᱷᱟᱹᱨᱭᱟ ᱦᱮᱡ ᱮᱱᱟ᱾	India ra Pakistan re aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo a
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Middle distance running is a relatively inexpensive sport; however, there are many misconceptions regarding the few pieces of equipment required to participate.\nSantali:'}]	ᱛᱟᱞᱢᱟ ᱥᱟᱺᱜᱤᱧ ᱨᱮᱭᱟᱜ ᱫᱟᱹᱲ ᱛᱩᱞᱟᱹᱡᱚᱠᱷᱟ ᱞᱮᱠᱟᱛᱮ ᱫᱚ ᱥᱚᱥᱛᱟ ᱜᱮᱭᱟ; ᱛᱚᱵᱮ, ᱥᱮᱞᱮᱫᱚᱜ ᱞᱟᱹᱜᱤᱫ ᱞᱟᱹᱠᱛᱤᱭᱟᱱ ᱥᱟᱯᱟᱵ ᱨᱮᱭᱟᱜ ᱦᱤᱸᱥ ᱠᱚ ᱵᱟᱵᱚᱛ ᱟᱭᱢᱟ ᱵᱷᱩᱞ ᱫᱷᱟᱨᱚᱱᱟ ᱢᱮᱱᱟᱜᱼᱟ᱾	Middi kuli jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo jomdo
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Products can be purchased as needed, but most will have little or no real impact on performance.\nSantali:'}]	ᱞᱟᱹᱠᱛᱤ ᱞᱮᱠᱟᱛᱮ ᱡᱤᱱᱤᱥ ᱠᱚᱫᱚ ᱦᱟᱛᱟᱣ ᱜᱟᱱᱚᱜᱼᱟ, ᱢᱮᱱᱠᱷᱟᱱ ᱚᱱᱟ ᱠᱚ ᱢᱩᱸᱫᱽ ᱨᱮ ᱡᱟᱹᱥᱛᱤ ᱜᱟᱱ ᱜᱮ ᱠᱚᱢ ᱟᱨ ᱵᱟᱝᱠᱷᱟᱱ ᱥᱟᱹᱨᱤᱱ ᱠᱟᱹᱢᱤᱫᱟᱲᱮ ᱚᱨᱥᱚᱝ ᱵᱟᱹᱱᱩᱜᱼᱟ᱾	Kanam tuyu olokoj kana kana, adinj kana kana ira jiyal jiyal ira jiyal jiyal.
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Athletes may feel that they prefer a product even when it provides no real benefits.\nSantali:'}]	ᱠᱷᱮᱞᱚᱸᱰᱤᱭᱟᱹ ᱠᱚ ᱢᱚᱱᱮ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱡᱮ ᱩᱱᱠᱩ ᱡᱟᱦᱟᱸᱱ ᱡᱤᱱᱤᱥ ᱠᱚ ᱠᱩᱥᱤᱣᱟᱜᱼᱟ ᱚᱱᱟ ᱨᱮᱭᱟᱜ ᱥᱟᱹᱨᱤᱱ ᱞᱟᱵᱷ ᱵᱟᱝ ᱛᱟᱦᱮᱸ ᱨᱮᱦᱚᱸ᱾	"Athletes may feel that they prefer a product even when it provides no real benefits.
Santali: Athletera jomok jiyonkara kana, jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara jiyonkara"
"[{'role': 'user', 'content': ""This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Accompanied by those officials, he assured Texas citizens that steps were being taken to protect the public's safety.\nSantali:""}]"	ᱩᱱ ᱚᱫᱷᱤᱠᱟᱨᱤ ᱠᱚ ᱥᱟᱶ, ᱩᱱᱠᱩ ᱴᱮᱠᱥᱚᱥ ᱨᱮᱭᱟᱜ ᱱᱟᱜᱽᱨᱤᱠ ᱠᱚ ᱟᱹᱥᱣᱟᱥᱚᱱ ᱠᱚ ᱮᱢᱟᱫ ᱠᱚᱣᱟ ᱡᱮ ᱦᱚᱲ ᱠᱚᱣᱟᱜ ᱨᱩᱠᱷᱤᱭᱟᱹ ᱞᱟᱹᱜᱤᱫ ᱠᱟᱹᱢᱤ ᱦᱩᱭᱩᱜᱼᱟ᱾	উপজেলার সেই কর্মকর্তাদের সঙ্গে সে টেক্সাস নাগরিকদের নিশ্চয়তা দিয়েছিলেন যে প্রজন্মের নিরাপত্তা সংরক্ষণের জন্য পদক্ষেপ গ্রহণ করা হচ্ছে।
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Its a very complex entity which consists, according to a simplified Bohr model, of a central nucleus orbited by electrons, somewhat similar to planets orbiting the sun - see Figure 1.1.\nSantali:'}]	ᱱᱚᱣᱟ ᱫᱚ ᱢᱤᱫ ᱠᱚᱢᱯᱞᱮᱠᱥ ᱮᱱᱴᱤᱴᱤ ᱡᱟᱦᱟᱸ ᱥᱤᱢᱯᱞᱤᱯᱷᱟᱭᱤᱰ ᱵᱳᱦᱚᱨ ᱢᱚᱰᱮᱞ ᱞᱮᱠᱟᱛᱮ, ᱤᱞᱮᱠᱴᱨᱚᱱ ᱦᱚᱛᱮᱛᱮ ᱵᱮᱲᱦᱟᱭ ᱟᱹᱪᱩᱨᱚᱜ ᱠᱟᱱ ᱢᱤᱫ ᱛᱟᱞᱢᱟ ᱱᱤᱣᱠᱞᱤᱭᱟᱥ ᱨᱮᱭᱟᱜ, ᱵᱮᱲᱟ ᱵᱮᱲᱦᱟᱭ ᱛᱮ ᱟᱹᱪᱩᱨᱚᱜ ᱮᱸᱜᱮᱞ ᱞᱮᱠᱟ - ᱑.᱑ ᱪᱤᱛᱟᱹᱨ ᱧᱮᱞ ᱢᱮ᱾	Ei hārāṇa jāhāṃ bāṛāṃ bāṛāṃ jāhāṃ, jiyāṇ Bohr model jāhāṃ, jiyāṇ jāhāṃ jiyāṇ jāhāṃ jiyāṇ jāhāṃ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyāṇ jiyān
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: The nucleus consists of two particles - neutrons and protons.\nSantali:'}]	ᱱᱤᱣᱠᱞᱤᱭᱟᱥ ᱵᱟᱨᱭᱟ ᱯᱟᱨᱴᱤᱠᱮᱞ ᱤᱫᱤ ᱠᱟᱛᱮ ᱵᱮᱱᱟᱣᱟ - ᱱᱤᱣᱴᱨᱚᱱ ᱟᱨ ᱯᱨᱳᱴᱚᱱᱥ᱾	Nucleus aam doo-erem - neutrons aar protons.
"[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Perry specifically said, ""There are few places in the world better equipped to meet the challenge that is posed in this case.""\nSantali:'}]"	"ᱯᱮᱨᱮ ᱵᱤᱥᱮᱥ ᱢᱮᱱ ᱠᱮᱜᱼᱟᱭ, ""ᱡᱮᱜᱮᱛ ᱨᱮ ᱱᱚᱠᱟᱱ ᱡᱟᱭᱜᱟ ᱢᱮᱱᱟᱜᱼᱟ ᱡᱟᱦᱟᱸᱭ ᱫᱚ ᱱᱚᱶᱟ ᱵᱤᱵᱨᱚᱬ ᱵᱟᱵᱚᱛ ᱮᱴᱠᱮᱴᱚᱬᱮ ᱨᱮᱭᱟᱜ ᱦᱮᱴᱟᱵᱟᱫ ᱠᱚᱨᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱵᱮᱥ ᱛᱮ ᱥᱚᱡᱽ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ᱾"""	"Perry hāmān kuriyā, ""Hān jāhānre jāhānre jiyān kārān āmge āmge jāhānre jiyān jāhānre jiyān jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāhānre jāh"
